date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
25/2/2010,Admiralty,0,29,35.1,26.3,10.2,33.8
26/2/2010,Admiralty,0,28.9,35.3,26.5,9.4,29.9
27/2/2010,Admiralty,0,28.8,34,26,9.6,31
28/2/2010,Admiralty,0,29.1,34.2,26.2,10.6,32
1/3/2010,Admiralty,33.6,28.6,34.3,26.2,9.6,34.2
2/3/2010,Admiralty,0,28.8,33.9,25.9,9.7,32
3/3/2010,Admiralty,0,28.9,35.7,26.1,9.4,32
4/3/2010,Admiralty,0.2,28.9,36.6,25.4,9.7,33.8
5/3/2010,Admiralty,0,28.7,33.6,26.1,10.7,36
6/3/2010,Admiralty,0,29,36,25.6,9.2,29.9
7/3/2010,Admiralty,0,29.4,35.2,26.2,9.6,30.6
8/3/2010,Admiralty,42.6,28.4,34.4,24.5,9.1,36.7
9/3/2010,Admiralty,30.2,28.9,35.8,26.1,6.3,31.7
10/3/2010,Admiralty,3.4,27.8,31,24.7,11.2,50
11/3/2010,Admiralty,0,28.1,32.3,25.4,10.3,40.3
12/3/2010,Admiralty,3.6,28.5,32.2,26.6,11.2,37.1
13/3/2010,Admiralty,0,28.2,31,26.3,8.7,30.6
14/3/2010,Admiralty,9.6,27.5,32.9,26,6.9,37.8
15/3/2010,Admiralty,5.4,27.9,32.3,26,6.8,37.4
16/3/2010,Admiralty,2.4,27.2,29.1,25.6,8.6,34.2
17/3/2010,Admiralty,0,28.6,33,25.4,10.6,39.2
18/3/2010,Admiralty,37.8,26.9,31.1,23.5,11.2,60.1
19/3/2010,Admiralty,15.6,26.2,31.3,24.4,10.2,40
20/3/2010,Admiralty,8.8,25,25.9,24.2,9.1,28.1
21/3/2010,Admiralty,0.2,27.3,32.1,24.5,7.7,31.3
22/3/2010,Admiralty,0,27.9,33.1,25.6,8.4,35.6
23/3/2010,Admiralty,4.4,27.9,31.2,24.5,6.1,37.8
24/3/2010,Admiralty,0,na,34.6,25.1,8.2,26.3
25/3/2010,Admiralty,11,na,32.9,24.8,7.9,33.1
26/3/2010,Admiralty,4.4,na,32.5,25.3,6.1,49.7
27/3/2010,Admiralty,0,na,32.6,25.5,10.5,36.4
28/3/2010,Admiralty,0,na,32.9,25.5,11.4,35.6
29/3/2010,Admiralty,66.6,na,na,na,7.7,37.1
30/3/2010,Admiralty,27.2,27.1,32.1,24.6,5.6,28.8
31/3/2010,Admiralty,0,27.5,31.4,25.3,6.9,30.6
1/4/2010,Admiralty,5,28,32.4,25.1,6.2,50
2/4/2010,Admiralty,0.2,28.3,32.1,25.9,6.3,25.9
3/4/2010,Admiralty,58.4,26.9,32.8,24.2,8.7,42.5
4/4/2010,Admiralty,11.4,25.3,27.6,23.2,4.7,38.2
5/4/2010,Admiralty,30.8,27.1,32.7,24.1,7.4,50
6/4/2010,Admiralty,0.2,29.2,34,25.1,9.1,27.7
7/4/2010,Admiralty,0,29.6,33.8,26.4,10.2,33.1
8/4/2010,Admiralty,0,29.2,34.3,26.4,8.9,30.2
9/4/2010,Admiralty,10.6,28.9,33.5,26.9,8.5,29.2
10/4/2010,Admiralty,0,27.8,30.4,25.6,8.9,39.2
11/4/2010,Admiralty,0,29.5,35.6,26,7.3,28.4
12/4/2010,Admiralty,10.8,29.6,36,25.8,7.6,28.1
13/4/2010,Admiralty,43.4,28.2,34.8,24,7.2,36.4
14/4/2010,Admiralty,0.2,28.6,34.4,24.8,9.2,39.6
15/4/2010,Admiralty,37.8,28.6,35.2,24.2,8.1,34.9
16/4/2010,Admiralty,34.4,27.6,32.9,24.9,6.7,40.7
17/4/2010,Admiralty,2.4,27.9,34.8,25.3,7.6,37.4
18/4/2010,Admiralty,0.6,27.5,31.7,25.4,5.9,35.3
19/4/2010,Admiralty,7,27.9,33.8,24.2,5.8,44.6
20/4/2010,Admiralty,6.8,27.6,32.4,25.3,7.1,34.6
21/4/2010,Admiralty,0,28.4,33.7,23.9,5.1,28.1
22/4/2010,Admiralty,61,28.1,34.6,23.1,6.2,31.7
23/4/2010,Admiralty,48.4,28.2,36.1,23,5.8,48.2
24/4/2010,Admiralty,1.8,27.7,34.9,25.7,6.1,33.1
25/4/2010,Admiralty,0,28.5,32,25.8,8.7,34.9
26/4/2010,Admiralty,70.6,26.4,29.3,23.7,6.2,24.5
27/4/2010,Admiralty,0,28.5,34.6,25,6.1,32.4
28/4/2010,Admiralty,3.6,28.5,34.5,25.6,5.4,39.2
29/4/2010,Admiralty,27.2,28.2,33.7,24.7,6.4,46.1
30/4/2010,Admiralty,0,29.3,33.2,25.8,10,36
1/5/2010,Admiralty,0,29.8,35.3,26.8,8.3,27.4
2/5/2010,Admiralty,0,29.6,35.1,26.9,9.2,32.8
3/5/2010,Admiralty,45.2,29.1,32.7,25.2,8,30.6
4/5/2010,Admiralty,0,29.9,35.3,27.1,7,41.4
5/5/2010,Admiralty,0.4,29.8,33.8,27.4,8,34.6
6/5/2010,Admiralty,0,30.1,33.6,27.7,9.4,34.2
7/5/2010,Admiralty,0,30.1,36,26.6,7,36
8/5/2010,Admiralty,3.8,29.3,34.4,26.4,6.8,33.1
9/5/2010,Admiralty,32.6,28,34.3,24.2,6.1,38.9
10/5/2010,Admiralty,1.6,28.4,34.5,25.6,5,29.5
11/5/2010,Admiralty,29,28.5,34.2,24.6,5.6,39.2
12/5/2010,Admiralty,0,29.2,34.3,26.1,5.8,31.3
13/5/2010,Admiralty,0.8,28.4,34,26.6,5.4,38.2
14/5/2010,Admiralty,4.6,28.3,33,26.3,4.8,27.7
15/5/2010,Admiralty,0,29,33.2,25.1,8.6,52.6
16/5/2010,Admiralty,32,28.6,36,23.2,7.6,41
17/5/2010,Admiralty,1.2,27.9,31.3,23.4,8.1,49.7
18/5/2010,Admiralty,2.2,28.6,34,26.2,10.4,38.2
19/5/2010,Admiralty,2.4,27,29.7,25,7.2,43.6
20/5/2010,Admiralty,0.8,28.8,35,26.8,4.8,27.4
21/5/2010,Admiralty,0,29.4,34.9,26.5,5.1,18.4
22/5/2010,Admiralty,6.4,27.6,29.6,24.7,7.1,36.4
23/5/2010,Admiralty,0,29.6,34.4,25.8,5.7,25.9
24/5/2010,Admiralty,0,29.5,33.4,26.8,5.4,24.5
25/5/2010,Admiralty,4.6,29.6,34.8,26.5,5,27
26/5/2010,Admiralty,0,30.3,34.5,26.5,5.9,24.8
27/5/2010,Admiralty,0,29.5,34.9,26.1,6,27.7
28/5/2010,Admiralty,5.4,28.3,33.1,26,6.3,34.2
29/5/2010,Admiralty,0,28.5,35,24.7,5.3,33.1
30/5/2010,Admiralty,3,27.6,31.6,25.6,6.6,39.2
31/5/2010,Admiralty,0.8,27.5,30.5,25,5.7,23
1/6/2010,Admiralty,2.4,28.8,32.5,25.8,4.7,21.6
2/6/2010,Admiralty,0.4,28.2,31.4,25,6.9,39.6
3/6/2010,Admiralty,15,29.3,34,26.1,5.4,35.6
4/6/2010,Admiralty,18.4,27.9,33.4,24.9,5,33.5
5/6/2010,Admiralty,0,27.6,30.2,25.8,7.7,37.8
6/6/2010,Admiralty,0.2,28.9,31.3,26.7,7.8,41
7/6/2010,Admiralty,0.2,28.3,31.4,25.4,8.1,40.7
8/6/2010,Admiralty,1.2,26.7,27.7,26.1,6,25.6
9/6/2010,Admiralty,0,28.1,33.5,25.6,5.5,27.4
10/6/2010,Admiralty,1,27.2,29.5,25.8,7.2,22.7
11/6/2010,Admiralty,0,29.2,32.4,26.3,6.8,22.7
12/6/2010,Admiralty,14.6,28,32.6,26.1,6.4,25.9
13/6/2010,Admiralty,67.6,27.1,33,21.8,5.5,78.8
14/6/2010,Admiralty,30,27.4,31.2,24.2,5.6,41
15/6/2010,Admiralty,1,27.8,32.1,24.6,5.5,30.6
16/6/2010,Admiralty,13.2,25.9,28.4,23.6,6.8,47.5
17/6/2010,Admiralty,0,28,32.7,24.3,6,29.5
18/6/2010,Admiralty,1.6,28.5,30.6,25.9,3.9,27.7
19/6/2010,Admiralty,0.2,28.4,31.9,26.3,5.7,29.2
20/6/2010,Admiralty,0,28.4,33,24.9,5.6,24.8
21/6/2010,Admiralty,0,29.6,32.5,27.9,6.6,28.8
22/6/2010,Admiralty,4.4,28.3,30.5,24.5,7.1,41
23/6/2010,Admiralty,71,26.4,30.5,23,7.9,40.7
24/6/2010,Admiralty,15.6,28.2,31.7,25.1,8.2,33.1
25/6/2010,Admiralty,42.8,26.2,28.2,23.3,11.2,59
26/6/2010,Admiralty,2.4,28.6,32.6,25.9,5,24.5
27/6/2010,Admiralty,8.6,27.5,30.4,24,5.9,40
28/6/2010,Admiralty,0.4,28.4,31.5,26.1,5,26.3
29/6/2010,Admiralty,0,28.7,32.4,25.7,6.6,28.8
30/6/2010,Admiralty,0,28.6,32.9,26.2,6.1,25.6
1/8/2010,Admiralty,1,25.4,28.2,22,10.7,72.7
2/8/2010,Admiralty,0.2,28.2,32.7,25,5.5,26.6
3/8/2010,Admiralty,1.2,28.5,32.1,25,6,28.4
4/8/2010,Admiralty,14,27.3,30.6,23.7,7.2,35.3
5/8/2010,Admiralty,0.2,28.4,32.1,25.7,5.1,28.4
6/8/2010,Admiralty,3.2,29.1,32.8,26.9,5.3,26.6
7/8/2010,Admiralty,24.2,27.2,28.7,23.4,5.9,51.5
8/8/2010,Admiralty,0,28.6,32.6,25.9,5.7,21.2
9/8/2010,Admiralty,1,28.7,32.5,24.4,7.1,35.3
10/8/2010,Admiralty,0.8,28.9,33,24,7.6,54.4
11/8/2010,Admiralty,15.2,27,32.8,22.4,7.1,58.7
12/8/2010,Admiralty,0,28.3,32.8,23.8,6.7,28.4
13/8/2010,Admiralty,9.4,28.1,32.9,25.7,7.6,39.2
14/8/2010,Admiralty,1,27.1,32.1,24.1,7.4,40.7
15/8/2010,Admiralty,0.6,27.3,29.6,25.4,5.2,24.8
16/8/2010,Admiralty,6.8,26.6,30.2,24.8,4.8,27.7
17/8/2010,Admiralty,22.8,27.2,34.4,24.5,6.2,38.2
18/8/2010,Admiralty,1,26.5,28.9,24.7,7,31.7
19/8/2010,Admiralty,54.2,26.9,29.9,23.9,5.7,47.9
20/8/2010,Admiralty,7.2,25.6,27.4,23.8,5.9,28.1
21/8/2010,Admiralty,0,27.5,32.2,24.3,4.3,19.4
22/8/2010,Admiralty,3.4,28,34.3,25.1,5.6,28.8
23/8/2010,Admiralty,24.8,26.6,31.5,23.2,8,45
24/8/2010,Admiralty,0.2,28.2,33.6,24.3,8.1,36.4
25/8/2010,Admiralty,0,28.6,32.4,25.7,6.2,28.8
26/8/2010,Admiralty,0,29.5,33.4,25.7,6.3,34.2
27/8/2010,Admiralty,37.6,27.3,30.7,23,4.8,35.6
28/8/2010,Admiralty,0,28.7,33.1,24.6,8.1,45.4
29/8/2010,Admiralty,1,27.8,31.4,25,6,37.1
30/8/2010,Admiralty,0.4,27.2,31.2,25.7,6.3,42.8
31/8/2010,Admiralty,0,28.3,32.7,24.2,6,25.6
1/9/2010,Admiralty,0,29.1,33.2,26.5,7.4,33.1
2/9/2010,Admiralty,0,29.2,32.5,26.9,7,31.3
3/9/2010,Admiralty,na,28.9,31.4,27.1,8.2,37.1
4/9/2010,Admiralty,9,28.8,32.1,26.2,6.9,24.1
5/9/2010,Admiralty,5.6,26.3,29.2,23.2,7.9,38.2
6/9/2010,Admiralty,12.6,26.4,31.9,23.3,6.3,50.4
7/9/2010,Admiralty,0,28.3,33.9,23.9,7,25.9
8/9/2010,Admiralty,50.8,26.2,29.8,23.4,5.9,33.1
9/9/2010,Admiralty,0,28.5,33.8,25.1,5.6,22.7
10/9/2010,Admiralty,9,26.7,30.2,24.1,7.7,30.6
11/9/2010,Admiralty,0,28.5,33.2,24.1,6.7,25.2
12/9/2010,Admiralty,0,28.2,32.5,25.3,7.9,28.1
13/9/2010,Admiralty,0,29,33.8,25.1,5.9,25.9
14/9/2010,Admiralty,3.8,29.1,34.3,25.6,7,41.8
15/9/2010,Admiralty,8.4,27.5,31.8,23.3,7.4,48.2
16/9/2010,Admiralty,0,28.2,31.9,25.2,6.5,28.4
17/9/2010,Admiralty,6.8,26.5,28.2,24.2,6,39.2
18/9/2010,Admiralty,0,28,32.1,25.2,5.2,27.7
19/9/2010,Admiralty,0,29,34.2,25.3,6.1,26.3
20/9/2010,Admiralty,0,28.4,33.8,26.4,5.9,45.4
21/9/2010,Admiralty,0,27.7,32.2,25.1,5.6,27.7
22/9/2010,Admiralty,20.8,27,32.7,24.2,4.6,47.9
23/9/2010,Admiralty,14.2,26.8,32.5,24.3,5.5,43.2
24/9/2010,Admiralty,7,26.7,31.9,24.9,5.9,28.4
25/9/2010,Admiralty,6.2,26.9,29.9,25,5.4,27.7
26/9/2010,Admiralty,0,28.1,32.5,25.1,4.8,24.1
27/9/2010,Admiralty,13.6,26.5,31.4,24.9,5.2,55.1
28/9/2010,Admiralty,0.8,26.6,30,24.2,6.1,22.7
29/9/2010,Admiralty,7.4,27.3,32.3,25,7.5,33.5
30/9/2010,Admiralty,4,26.5,30.2,25.1,7.5,53.3
1/10/2010,Admiralty,0.2,28.3,32.5,24.9,5.2,23.8
2/10/2010,Admiralty,24,28.8,32.4,25,5.8,32.4
3/10/2010,Admiralty,0,28.2,32.1,24.4,6.9,42.5
4/10/2010,Admiralty,20,27.8,31.9,24.3,6,47.5
5/10/2010,Admiralty,0,28.7,32.9,25.5,7,31.3
6/10/2010,Admiralty,0,28.2,31.9,25.6,7.5,27
7/10/2010,Admiralty,0.2,26.9,29,25.4,5,26.3
8/10/2010,Admiralty,0,28.5,33.1,24.8,6,21.2
9/10/2010,Admiralty,0,29.6,33.6,26,7.8,35.6
10/10/2010,Admiralty,0,30,32.6,27.9,10.2,39.2
11/10/2010,Admiralty,4.8,29.6,33,26.8,7.4,32.4
12/10/2010,Admiralty,6.2,28.4,32.4,25.3,5.7,38.2
13/10/2010,Admiralty,0.4,27.5,30.4,23.8,6.7,45.4
14/10/2010,Admiralty,0,29.5,32.2,26.5,8,39.6
15/10/2010,Admiralty,0,29.8,32.8,27.1,9,41.4
16/10/2010,Admiralty,2.6,30.2,33.6,26.8,8,40.7
17/10/2010,Admiralty,3.8,28.9,32.5,24.9,5.7,32
18/10/2010,Admiralty,0,29,34.2,26.2,6,42.1
19/10/2010,Admiralty,0,27.9,30.7,25.7,6.3,34.2
20/10/2010,Admiralty,0,28,33.6,25.6,6.1,31.3
21/10/2010,Admiralty,0,27.8,29.6,25.6,5.3,25.9
22/10/2010,Admiralty,0,28.4,31.3,26.7,4.8,17.3
23/10/2010,Admiralty,68.8,26.9,33.6,23.1,7.4,33.5
24/10/2010,Admiralty,6,26.1,29.9,23.9,6.3,37.8
25/10/2010,Admiralty,0.6,27,29.9,25.5,5.3,19.8
26/10/2010,Admiralty,7.2,27.6,31.2,24.2,9.3,40
27/10/2010,Admiralty,0.4,26.2,28.2,23.3,8.8,39.2
28/10/2010,Admiralty,12.4,27.9,31.9,25.1,8,31.7
29/10/2010,Admiralty,19.2,27.1,32,22.7,9.8,58.3
30/10/2010,Admiralty,1.2,26.9,31.4,22.7,8.6,46.1
31/10/2010,Admiralty,28.2,27.6,30.9,25.1,11.1,37.1
1/11/2010,Admiralty,4.4,27.7,31.1,23.1,15.6,52.9
2/11/2010,Admiralty,0,28,31.4,24.3,7.5,30.2
3/11/2010,Admiralty,1.2,29.9,34.2,26.9,6.9,32
4/11/2010,Admiralty,0,28.5,30.8,24.9,5.3,27.4
5/11/2010,Admiralty,0.4,27.9,32.3,25.9,7.2,31.7
6/11/2010,Admiralty,4.8,27.4,32.5,23.8,8.7,34.2
7/11/2010,Admiralty,4.8,26.5,30.7,23.8,9.6,38.9
8/11/2010,Admiralty,4,26.9,29.9,24.3,7.8,33.1
9/11/2010,Admiralty,2.8,26.5,28,24.2,7.4,33.8
10/11/2010,Admiralty,0,28.1,32.1,25.9,7,36.4
11/11/2010,Admiralty,1.2,26.7,30.9,25.3,6.7,37.8
12/11/2010,Admiralty,0,27,30.3,24.9,9.7,36.4
13/11/2010,Admiralty,22,27.1,34.4,24.3,7.2,43.9
14/11/2010,Admiralty,16,25.5,31.6,23.9,6.3,27.4
15/11/2010,Admiralty,1.4,26.5,29.8,24.2,6.8,28.4
16/11/2010,Admiralty,42.4,26.3,33.3,23.7,6.6,28.1
17/11/2010,Admiralty,16.8,25.7,31.4,24.5,4.9,28.4
18/11/2010,Admiralty,0,26.7,31.9,23.8,6.2,36
19/11/2010,Admiralty,19.8,27.6,33.1,24.3,5.6,27.4
20/11/2010,Admiralty,5.4,26.3,29.9,24.9,5,36.4
21/11/2010,Admiralty,0.4,27.6,32.3,24.4,5.5,22
22/11/2010,Admiralty,0,28.4,33.3,25.4,6.2,22.3
23/11/2010,Admiralty,22.4,27.5,32.7,25.1,5.6,25.6
24/11/2010,Admiralty,17.4,26.5,32.5,24.4,6.7,40.7
25/11/2010,Admiralty,39.4,25.8,33.3,22.7,8.3,52.2
26/11/2010,Admiralty,2.2,27,31.4,23.5,6.3,20.2
27/11/2010,Admiralty,4.8,27.6,33.2,25,4.7,38.9
28/11/2010,Admiralty,10,27.1,31.3,24.3,5.9,32.4
29/11/2010,Admiralty,63.8,25.8,30.4,23.9,6.1,32.8
30/11/2010,Admiralty,69.4,26.6,32.8,22.7,6.3,43.2
1/12/2010,Admiralty,0,27.5,31.3,24.8,5,25.9
2/12/2010,Admiralty,36.2,26.7,33.7,22.5,8.6,53.6
3/12/2010,Admiralty,4,26,31.4,23.5,9.1,53.6
4/12/2010,Admiralty,0.4,26.1,27.6,24.7,8.5,31
5/12/2010,Admiralty,0,27.5,32.6,24.7,10.3,40.7
6/12/2010,Admiralty,2,26.7,32,24.8,7.5,32.4
7/12/2010,Admiralty,0.4,27.4,31.7,24.9,7.9,31
8/12/2010,Admiralty,0,27.2,31.7,25.1,8.6,29.2
9/12/2010,Admiralty,0,26.2,28.6,24.9,8.2,37.8
10/12/2010,Admiralty,0,27.2,30.7,24.8,4.8,18.4
11/12/2010,Admiralty,0.6,27.7,31.6,25.5,7.2,29.2
12/12/2010,Admiralty,0,28.2,32.5,25.2,8.7,39.6
13/12/2010,Admiralty,2.2,27.2,31.1,24.9,8.2,37.8
14/12/2010,Admiralty,0,28,33.3,24.6,7.6,31
15/12/2010,Admiralty,2.6,27.3,32.8,24.5,8.4,31.7
16/12/2010,Admiralty,9.6,25.3,29.2,23.1,7.6,47.9
17/12/2010,Admiralty,4.6,26,30.8,23.8,8.6,41
18/12/2010,Admiralty,2.4,25.4,29.2,23.6,9.6,50.4
19/12/2010,Admiralty,0.2,26,29.7,23.2,9.3,29.9
20/12/2010,Admiralty,0,26.6,31.8,24.1,7.2,23
21/12/2010,Admiralty,0,27.1,31,24.2,9.4,26.6
22/12/2010,Admiralty,0.2,26.6,30.6,24.8,8.3,31
23/12/2010,Admiralty,0,26.2,29.3,24.5,6.5,19.4
24/12/2010,Admiralty,1,26.6,30.8,24.2,8.9,34.6
25/12/2010,Admiralty,27.6,26.2,30.2,21.9,7.9,50.8
26/12/2010,Admiralty,0,27,31.4,23.6,9.6,35.3
27/12/2010,Admiralty,0,26.8,30.4,24.6,9.1,28.1
28/12/2010,Admiralty,0,25.1,26,24.3,9.9,37.4
29/12/2010,Admiralty,8.6,26.1,32.5,23.9,7.6,37.1
30/12/2010,Admiralty,0.2,25.1,26.8,24.3,9.2,38.2
31/12/2010,Admiralty,26.8,25.7,30.6,23.3,8.6,38.5
1/1/2011,Admiralty,4.6,26.6,30,24.4,10.5,38.5
2/1/2011,Admiralty,12.4,27,30.3,25.1,11.4,34.2
3/1/2011,Admiralty,44.2,25.5,29.2,23.7,8.9,32
4/1/2011,Admiralty,0,27,31.1,24.1,9.9,33.1
5/1/2011,Admiralty,3.8,27.2,32.5,24.7,9.3,38.9
6/1/2011,Admiralty,3.2,25,27.6,23.8,8.1,32.4
7/1/2011,Admiralty,0.4,24.6,25.9,23.7,8.9,31.7
8/1/2011,Admiralty,0.6,25.4,29.1,23.4,10.3,49
9/1/2011,Admiralty,7.2,25.8,28.5,24,9.4,46.8
10/1/2011,Admiralty,17.6,24.6,25.7,23.5,8.5,24.5
11/1/2011,Admiralty,0.2,25.2,27.5,23.3,6.7,31.7
12/1/2011,Admiralty,6,26.2,30.9,23.9,6.4,35.6
13/1/2011,Admiralty,0,26.7,29.8,24.2,10.1,33.8
14/1/2011,Admiralty,11.4,25.5,29.4,24,7,31
15/1/2011,Admiralty,3.6,26.2,29.9,24.5,7,26.6
16/1/2011,Admiralty,0,26.2,29,24.5,12.5,38.9
17/1/2011,Admiralty,13.8,24.9,29.2,23.3,11.9,43.9
18/1/2011,Admiralty,0.2,25.8,29,23.5,11.1,37.1
19/1/2011,Admiralty,0,26.4,30.3,23.8,10.9,33.8
20/1/2011,Admiralty,11.4,26.2,31,23.3,10.3,28.8
21/1/2011,Admiralty,0,26.1,29.8,23,11.4,38.5
22/1/2011,Admiralty,0,26.7,31,23.9,9.7,32.4
23/1/2011,Admiralty,0,26.5,29.7,24.5,10.9,37.4
24/1/2011,Admiralty,0.4,27.2,31.3,24.8,10.5,33.1
25/1/2011,Admiralty,6.2,25.7,28.9,23.7,11,47.2
26/1/2011,Admiralty,21.2,25,27.6,23.7,8.7,38.9
27/1/2011,Admiralty,0,26.3,29.1,24.7,13.2,44.3
28/1/2011,Admiralty,42,25.5,27.3,24,11.2,40.3
29/1/2011,Admiralty,38.6,25.1,27.7,23.4,10.7,48.6
30/1/2011,Admiralty,98,23.3,24.2,22.3,5.9,22.7
31/1/2011,Admiralty,28,23.5,24.7,22.7,8.5,35.3
1/2/2011,Admiralty,5.2,24.9,27.5,23.2,9.3,38.9
2/2/2011,Admiralty,3.2,25.6,29.8,23.6,11,42.1
3/2/2011,Admiralty,0,25.9,29.7,23.7,12.2,40.3
4/2/2011,Admiralty,0,26,30.5,23.8,10.5,34.6
5/2/2011,Admiralty,0,26.2,30.4,23.5,11.5,34.2
6/2/2011,Admiralty,0,26.2,30.8,23.5,12.1,36.7
7/2/2011,Admiralty,0,26,30,23,9.9,30.2
8/2/2011,Admiralty,20,26.8,33.1,23.5,9.7,29.5
9/2/2011,Admiralty,0,26.9,32.1,24.2,9.8,23.8
10/2/2011,Admiralty,38,26.8,34.6,22.3,10.3,42.8
11/2/2011,Admiralty,14.8,26.6,33.4,23.8,9.9,47.9
12/2/2011,Admiralty,1.6,27,33.5,24.3,10,46.1
13/2/2011,Admiralty,0,27.2,32.2,24.5,11.9,40.7
14/2/2011,Admiralty,0,27.2,32.3,24.6,12.5,36.7
15/2/2011,Admiralty,9,26.7,31.7,24.5,10,45.7
16/2/2011,Admiralty,0.4,27.1,30.1,25,10.8,35.3
17/2/2011,Admiralty,0,27.9,32.6,24.8,10,37.4
18/2/2011,Admiralty,10.8,27,31,24.4,9.5,50.4
19/2/2011,Admiralty,1.2,26.9,30.9,25,8.7,40
20/2/2011,Admiralty,0,27,29.7,25,8,23.4
21/2/2011,Admiralty,0,27.3,31.7,24.9,12.6,38.5
22/2/2011,Admiralty,1,27.1,32,24.3,9.9,29.9
23/2/2011,Admiralty,65.2,26.5,31.2,22.9,11.4,37.1
24/2/2011,Admiralty,11.6,26.6,32.2,24.5,10.9,36.7
25/2/2011,Admiralty,0,27,31.6,24.2,10.9,34.6
26/2/2011,Admiralty,0,27.2,32.2,24.6,11.4,33.5
27/2/2011,Admiralty,0,27,30.6,24.9,11.7,37.1
28/2/2011,Admiralty,0,26.5,31.1,23.5,9.7,35.6
1/3/2011,Admiralty,0,27.1,31.1,24.6,8.2,28.8
2/3/2011,Admiralty,0,27.4,32.5,24.9,9.2,31
3/3/2011,Admiralty,24.6,26.5,31.2,24.2,10,31
4/3/2011,Admiralty,15.4,25.8,32,22.2,8.8,55.1
5/3/2011,Admiralty,20.2,26.9,33.3,24,8.7,52.2
6/3/2011,Admiralty,0,27.1,32.7,25.2,6.8,36.4
7/3/2011,Admiralty,1,27.3,32.7,24.7,7.4,33.5
8/3/2011,Admiralty,0,26.2,30.2,23.7,7,38.2
9/3/2011,Admiralty,0,26.2,30.7,24.3,9.7,38.9
10/3/2011,Admiralty,25.8,25.1,28.9,23.8,7.8,30.2
11/3/2011,Admiralty,0.2,24.4,26,22.6,7.7,22.7
12/3/2011,Admiralty,7.6,26,30.1,23.1,8.8,33.5
13/3/2011,Admiralty,0.2,27.3,31,24.7,9.9,37.4
14/3/2011,Admiralty,19.2,25.6,29.8,23.6,7.6,42.1
15/3/2011,Admiralty,15.4,26,32.6,23.4,7.3,44.6
16/3/2011,Admiralty,7,26.8,31.2,24.3,7.7,46.8
17/3/2011,Admiralty,1.8,25.5,27.6,22.2,7.1,40.3
18/3/2011,Admiralty,0,27.1,30.6,24.7,10,34.6
19/3/2011,Admiralty,4.2,26.7,30.9,25.1,7.7,33.8
20/3/2011,Admiralty,15.4,26.3,31.1,24.3,5.2,30.2
21/3/2011,Admiralty,10.6,27.1,31.7,24.6,5.7,30.6
22/3/2011,Admiralty,0.8,25.4,26.7,23.2,8.6,38.9
23/3/2011,Admiralty,0.4,27.3,33,24.8,7.7,31
24/3/2011,Admiralty,0.4,27.8,32.1,24.9,8.3,42.8
25/3/2011,Admiralty,0,28.7,31.8,25.7,9.3,39.6
26/3/2011,Admiralty,0,28.6,31.2,26.2,12.5,49.3
27/3/2011,Admiralty,7,27.9,34.7,25.1,7.4,29.5
28/3/2011,Admiralty,1.2,27.2,32.3,25,8.9,35.3
29/3/2011,Admiralty,0,28.4,32.2,24.8,9,39.6
30/3/2011,Admiralty,0,28.6,32.5,25,12,54.7
31/3/2011,Admiralty,0,27.7,32,25.5,8.2,34.6
1/5/2011,Admiralty,4.2,27.1,30.3,25.4,4.7,15.1
2/5/2011,Admiralty,0.2,25.9,27.1,24.3,7.6,40
3/5/2011,Admiralty,7,27.8,34.5,25,6.2,42.5
4/5/2011,Admiralty,6.2,27.3,33.4,25.2,5.7,32.8
5/5/2011,Admiralty,0,28.4,33.7,25.4,7.8,37.8
6/5/2011,Admiralty,0,29.7,35.5,26,6.5,23.8
7/5/2011,Admiralty,0,30.1,34.7,27.2,8.3,30.6
8/5/2011,Admiralty,0,30.4,34.2,26.4,7.8,35.3
9/5/2011,Admiralty,0,30.6,34.1,28.3,7.9,28.1
10/5/2011,Admiralty,0,29.6,32.8,25.6,6.2,35.3
11/5/2011,Admiralty,5.4,29.4,33.8,27.1,7.4,34.2
12/5/2011,Admiralty,22.2,27.4,29.8,25.2,6.8,26.6
13/5/2011,Admiralty,0.4,28.1,34.8,25.9,5.8,38.2
14/5/2011,Admiralty,3,28,31.1,26.3,5.5,32.8
15/5/2011,Admiralty,0,28.7,33.7,25.3,7.2,27.7
16/5/2011,Admiralty,0.4,27.8,32.6,25.7,5.9,31.3
17/5/2011,Admiralty,27,27.5,33.1,25.4,4.9,41.8
18/5/2011,Admiralty,0,27.4,33.7,25.1,5.5,31.3
19/5/2011,Admiralty,16.2,27.3,31.8,25.2,5.8,37.8
20/5/2011,Admiralty,54.2,27.4,33.4,22.4,4.8,45.4
21/5/2011,Admiralty,1,27.1,29.5,25,4.6,32.4
22/5/2011,Admiralty,3,28.7,32.3,25.9,6.5,28.4
23/5/2011,Admiralty,0.2,29.1,33.3,24.5,6.5,34.9
24/5/2011,Admiralty,0,28.9,33.4,25.5,6,24.1
25/5/2011,Admiralty,2.2,28,31.1,25.2,7.6,29.9
26/5/2011,Admiralty,0,28.2,33.1,25,6.8,33.8
27/5/2011,Admiralty,0,28,30.2,26.1,7.2,33.1
28/5/2011,Admiralty,0,28.6,32.1,26.5,6.7,29.9
29/5/2011,Admiralty,0,28.1,31.4,26.2,4.6,25.2
30/5/2011,Admiralty,0,28.8,31.6,25.9,5.8,30.2
